bin,sample_id,depth,MAG_pnps_median,total_count,scg_pnps_median,scg_count,defense_pnps_median,defense_count,transposase_pnps_median,transposase_count,ocean,ratio_all_scg,ratio_all_MAG
CPC-75,ERR594325,SRF,0.10911776764713746,1778.0,0.048142345312962784,59.0,0.12574735416870447,40.0,0.7501677600650508,1.0,CPC,2.6119906155640864,1.1524003549572548
CPC-75,ERR598965,DCM,0.138242551014794,1868.0,0.055442127457904736,47.0,0.14738402449792046,45.0,0.8769789725209676,1.0,CPC,2.6583399890241224,1.0661263367611626
CPC-75,ERR599064,SRF,0.12440120795698555,1247.0,0.06712474137386605,26.0,0.10985012792209453,32.0,2.0599297135381223,1.0,CPC,1.6365072799351288,0.883031039056129
CPC-8,ERR599346,MES,0.05989925617403246,3059.0,0.031823107173408666,53.0,0.057789649681718666,52.0,0.12911634186303764,5.0,CPC,1.815965027136244,0.9647807564390365
RS-376,ERR599097,DCM,0.17561578874654415,1780.0,0.0946258044722704,16.0,0.21536276836263227,43.0,0.6019768957651054,2.0,RS,2.275941214594833,1.2263291922655801
RS-382,ERR599097,DCM,0.12728728224536984,1665.0,0.10417010337724693,22.0,0.10810671268823388,22.0,0.2348038552367747,1.0,RS,1.0377902025951795,0.8493127575765044
RS-383,ERR599111,DCM,0.10722838270223288,3482.0,0.07057878705540242,26.0,0.10858103984175736,69.0,0.11116106834951653,1.0,RS,1.5384373176677606,1.0126147304047357
RS-388,ERR599097,DCM,0.16543167035822826,1734.0,0.0964869945695091,44.0,0.16658400531570208,28.0,1.0450275230229382,1.0,RS,1.7264918039881032,1.0069656248708518
RS-426,ERR599097,DCM,0.250239084694813,3001.0,0.16847648150169153,25.0,0.21726064840381487,111.0,0.2786000027541407,1.0,RS,1.289560693975162,0.8682122885351102
RS-665,ERR599097,DCM,0.14008048473839516,1283.0,0.12736288817144792,32.0,0.16774749772694214,18.0,0.1921627917081712,1.0,RS,1.317083022655163,1.1975079757913176
RS-821,ERR599097,DCM,0.2111372449533399,1298.0,0.09767129595023977,12.0,0.216205417682018,35.0,0.30889460045895356,2.0,RS,2.2136024261638485,1.0240041624574487
RS-822,ERR599097,DCM,0.18041511749809389,5045.0,0.10186277813617607,64.0,0.17093434252999334,116.0,1.1842176289892177,4.0,RS,1.6780844353319952,0.9474502186979941
RS-822,ERR599111,DCM,0.12178379174005488,836.0,0.13175418758918708,8.0,0.09424845047693373,22.0,0.9043652471548816,2.0,RS,0.7153355214090257,0.7738997869117525
MED-592,ERR599043,SRF,0.03816572590872835,448.0,0.05176443247388827,43.0,0.029197847646860786,6.0,0.12161395307688055,6.0,MED,0.5640523087274099,0.765027965580588
MED-610,ERR315856,DCM,1.0063306954626132,2697.0,0.14515666408631564,35.0,1.0885350836163128,80.0,0.2282615354287808,8.0,MED,7.499036234182323,1.0816872510441609
MED-621,ERR315857,SRF,0.08871710823996108,413.0,0.06270371897237215,12.0,0.10507350913068188,5.0,0.2710664475602664,1.0,MED,1.6757141498573356,1.1843658028897897
MED-633,ERR594358,SRF,0.045077415329050165,2831.0,0.03808663520904977,64.0,0.05568461180829129,60.0,0.1110856706671186,1.0,MED,1.4620512288011218,1.2353106628188886
MED-633,ERR594375,DCM,0.03241308955037812,1381.0,0.022174422190860077,24.0,0.05190502221149898,41.0,0.06106379903213125,5.0,MED,2.3407609796882713,1.6013599114279273
MED-633,ERR594396,SRF,0.02117464750909337,955.0,0.03478799836502048,8.0,0.015240915571396205,30.0,0.2951206153998246,1.0,MED,0.4381084364635658,0.7197718670334915
MED-668,ERR315856,DCM,0.672496323291201,2611.0,0.09968580746241383,36.0,0.7579763348012515,76.0,0.7946996423607401,17.0,MED,7.603653459767015,1.1271085187376353
MED-668,ERR315857,SRF,0.06964007150228696,509.0,0.0864788526246054,29.0,0.12098040775069743,16.0,0.4069025602616091,8.0,MED,1.3989594459105423,1.7372240599541096
MED-668,ERR594405,DCM,0.041917345093507086,264.0,0.042206742383174484,24.0,0.0854859470812699,11.0,0.10327752796157093,7.0,MED,2.025409739164055,2.0393931650626294
MED-728,ERR315856,DCM,1.6165082992440216,1836.0,1.6703721836630872,19.0,1.8708908192403009,61.0,2.1808400849205603,6.0,MED,1.1200442856618225,1.157365427765044
MED-752,ERR315857,SRF,0.1571956072518103,2055.0,0.09591603432304757,52.0,0.3043312124505547,37.0,0.6256591949195416,3.0,MED,3.1728919423999504,1.9360032876939692
MED-752,ERR594288,SRF,0.04981508490277142,682.0,0.0679945054945065,7.0,0.014033665048956765,10.0,0.019939298194049247,1.0,MED,0.20639410415435097,0.281715168735485
MED-828,ERR315858,SRF,0.10783243376464943,1671.0,0.08806384131032509,49.0,0.13404470837711546,27.0,0.09052003683295284,1.0,MED,1.5221310629042402,1.2430833998393827
MED-828,ERR315861,SRF,0.10804309118460062,1682.0,0.07257648937019906,54.0,0.14120078957814608,29.0,0.10414352419758888,1.0,MED,1.9455444979972418,1.3068932777653757
MED-828,ERR594329,DCM,0.11028782247303028,1867.0,0.06788589015167583,63.0,0.10794494221147108,29.0,0.07109457391751425,1.0,MED,1.5900939351357442,0.9787566731392116
MED-828,ERR598993,SRF,0.11556311537228707,1905.0,0.08356046070559876,64.0,0.1083620118035866,29.0,0.07511053867709493,1.0,MED,1.2968096500253745,0.9376868341987659
MED-828,ERR599043,SRF,0.10603562493156615,1554.0,0.08404333377480429,50.0,0.11286413717125045,27.0,0.060181402207783063,1.0,MED,1.3429278932898123,1.0643982835400019
MED-828,ERR599073,DCM,0.09398839572414835,634.0,0.08870917991018057,14.0,0.07341502825096932,5.0,0.02995480562358797,1.0,MED,0.8275922325660454,0.7811073663438098
MED-828,ERR599092,DCM,0.1145720983107667,1907.0,0.0810483304665349,65.0,0.1105658297366691,29.0,0.08173426095332427,1.0,MED,1.3641962653668982,0.965032772959862
MED-828,ERR599094,DCM,0.11503987113776531,1932.0,0.06959075612632902,65.0,0.10889041787635904,31.0,0.07422457394527597,1.0,MED,1.5647253160849242,0.9465450265148331
MED-828,ERR599153,DCM,0.11169569257681668,1833.0,0.07599299893296985,62.0,0.11309666648088144,29.0,0.06168446488479917,1.0,MED,1.4882511292999392,1.0125427746741555
MED-841,ERR315857,SRF,0.5078651339961584,564.0,0.5054618702208016,20.0,0.7203366678281418,10.0,1.5988137455326898,1.0,MED,1.4251058492571875,1.4183621194078477
MED-928,ERR599094,DCM,0.21807352376072744,2095.0,0.16846532063312042,24.0,0.19796793431105886,89.0,0.3282753826346946,2.0,MED,1.175125738443157,0.9078036200683919
EAC-102,ERR594359,SRF,0.06621732644867712,706.0,0.05919516558515722,13.0,0.10740860961176912,15.0,0.04660379830122649,6.0,EAC,1.8144827968637542,1.622062009631543
EAC-102,ERR594361,SRF,0.06799630225889303,719.0,0.026041617024689285,14.0,0.05476850763287493,13.0,0.033511053057513326,6.0,EAC,2.10311470216886,0.8054630298033879
EAC-102,ERR594389,DCM,0.06360890058809915,742.0,0.05646755749473716,19.0,0.059546169526015026,13.0,0.032392170438966035,5.0,EAC,1.0545200141083628,0.9361295192257381
EAC-16,ERR594389,DCM,0.041815151026859614,2401.0,0.039513305241860114,67.0,0.04423465104818537,48.0,0.25472154963680504,3.0,EAC,1.1194874935778214,1.0578618027655002
EAC-41,ERR594362,SRF,0.10111225820941758,1119.0,0.04925129364836556,48.0,0.10879967938454488,22.0,0.15597583902771064,6.0,EAC,2.209072520233293,1.076028577654804
EAC-41,ERR594382,DCM,0.08251779828785355,730.0,0.033347248216401906,38.0,0.09521660649819398,15.0,0.10909231498722123,4.0,EAC,2.8553062573649335,1.1538917478874333
EAC-41,ERR594389,DCM,0.09768335871201096,1102.0,0.0569165357965762,49.0,0.10594164735053263,18.0,0.1244044883429364,7.0,EAC,1.8613509390166632,1.0845414075376818
EAC-41,ERR594392,SRF,0.09940641659457873,1078.0,0.060084642894851915,47.0,0.10104648849363443,20.0,0.10692038640566887,6.0,EAC,1.6817356919382165,1.0164986522524457
EAC-41,ERR594414,DCM,0.08524104286755964,716.0,0.02922418862872243,35.0,0.07698990221873989,14.0,0.10208281671581447,5.0,EAC,2.6344581605619615,0.9032022559644222
EAC-41,ERR599376,SRF,0.07739425109185133,418.0,0.03902152421370314,24.0,0.09957824418113154,7.0,0.1037442702316232,3.0,EAC,2.5518799223676343,1.2866361877828922
EAC-47,ERR594392,SRF,0.045690788995097015,1194.0,0.014821028919004706,17.0,0.038976124158067255,38.0,0.1816093423892448,2.0,EAC,2.6297853118746,0.8530411712139553
EAC-50,ERR594392,SRF,0.05384188914174536,215.0,0.030619364946392367,8.0,0.05515013559975382,5.0,0.06946461311002727,7.0,EAC,1.8011521694296835,1.024297930084963
EAC-50,ERR599376,SRF,0.03429347997398792,475.0,0.04738843685302114,30.0,0.04453377062801251,8.0,0.0586720291303206,6.0,EAC,0.9397602787814547,1.2986075097013192
EAC-632,ERR594362,SRF,0.058246386028510476,1731.0,0.04841176584543843,40.0,0.046931378251325324,41.0,0.0291713644165371,1.0,EAC,0.9694209131135713,0.8057388870161545
EAC-632,ERR594389,DCM,0.07994942919838775,1893.0,0.038381373102520586,19.0,0.07817628365689186,43.0,0.001432070694195131,1.0,EAC,2.0368287358577555,0.9778216610265474
EAC-632,ERR599339,SRF,0.08999272641247068,507.0,0.12385319162379263,6.0,0.10088507898924827,19.0,0.0032685337136384115,1.0,EAC,0.8145537282211458,1.1210359215794155
EAC-632,ERR599376,SRF,0.08158330174305903,1308.0,0.08377149911618721,15.0,0.08049218268702488,37.0,0.0010762063046617582,1.0,EAC,0.9608540319349654,0.9866257060854124
EAC-657,ERR599058,SRF,0.07437605546403173,1366.0,0.04471400403402437,58.0,0.06525821731571106,35.0,2.4567133378214274,1.0,EAC,1.459458143494685,0.8774089578771752
EAC-695,ERR594389,DCM,0.036560112821545435,1383.0,0.01590827756765539,17.0,0.03865284755854725,29.0,0.009500734315315234,2.0,EAC,2.429731779205058,1.0572409266682714
IN-12,SRR3963498,deep,0.07467433015831282,1104.0,0.09332476694836356,16.0,0.08092552285601239,25.0,1.3761176956179313,3.0,IN,0.8671387617907297,1.083712738828012
IN-20,ERR598960,MES,0.06634288132190853,1918.0,0.07070768261191065,63.0,0.06012957036394641,44.0,0.04428081014808938,4.0,IN,0.8503965643164443,0.9063454761963995
IN-20,ERR599112,MES,0.089762574911968,2468.0,0.08093868634139095,66.0,0.08518820249065984,50.0,0.051197701090032216,4.0,IN,1.0525029048698031,0.9490392022979026
IN-25,ERR599112,MES,0.10679864345841716,687.0,0.10744555699595372,55.0,0.1166331768393588,5.0,0.11215498746334879,2.0,IN,1.085509537111442,1.0920848155226877
IN-29,SRR3963982,deep,0.14003260198546857,2434.0,0.16247369685624094,53.0,0.12953071629933102,61.0,0.187465188161688,1.0,IN,0.7972411461403606,0.9250039952322864
IN-32,ERR598960,MES,0.054734612257184435,3083.0,0.03809369790432311,56.0,0.04866264939054527,85.0,0.14198164309386113,7.0,IN,1.2774461936661374,0.8890653899563862
IN-32,ERR599021,MES,0.04317560996095191,1786.0,0.03224314056563971,23.0,0.03911107737270629,53.0,0.09235418600892394,5.0,IN,1.2130045859858167,0.9058604477870356
IN-32,ERR599026,DCM,0.03849002435295114,1264.0,0.005483433919883466,13.0,0.038455054771661897,39.0,0.19006866174973555,5.0,IN,7.012951251627219,0.9990914637785476
IN-32,ERR599031,MES,0.054194670194088634,2239.0,0.03556878814851072,16.0,0.049092581109842895,70.0,0.12942346350286235,4.0,IN,1.380215173619808,0.9058562573409247
IN-32,ERR599062,MES,0.05653646347857419,2989.0,0.04445033679072069,40.0,0.05263710204280853,86.0,0.11792721780063845,4.0,IN,1.1841778002860235,0.9310292650822878
IN-32,ERR599082,DCM,0.05644652669690925,2943.0,0.04282795493294472,32.0,0.04816221302303866,85.0,0.15351216110186608,5.0,IN,1.1245508476518602,0.8532360774232686
IN-32,ERR599102,SRF,0.05136067064371808,2085.0,0.019014266749414442,35.0,0.03706528655110618,62.0,0.16277707859961238,5.0,IN,1.949340831260171,0.7216667167028051
IN-32,ERR599164,MES,0.0525527457069368,2762.0,0.0438105387767301,48.0,0.044315153851756064,78.0,0.19557670989406278,6.0,IN,1.0115181207334065,0.8432509711078064
IN-32,ERR599167,MES,0.04785660527182442,2683.0,0.02835560421747782,38.0,0.038756664969000036,77.0,0.09856768557467173,6.0,IN,1.366807939331838,0.8098498576918081
IN-32,SRR3963498,deep,0.15040296999459635,1031.0,0.14730109443674405,30.0,0.16187723330637416,27.0,1.0054678138074737,6.0,IN,1.0989547221313387,1.0762901378356429
IN-32,SRR3963982,deep,0.21843077522939996,3248.0,0.21272377371337667,55.0,0.19576849199939644,88.0,0.4027345905454997,8.0,IN,0.9202943732240021,0.896249586596929
IN-32,SRR3964650,deep,0.10243136937917996,2491.0,0.10456770745401087,50.0,0.09804142283679512,70.0,0.26560974129716325,7.0,IN,0.9375879535267997,0.9571425573143111
IN-928,ERR599112,MES,0.057825888315963365,1985.0,0.02869216067771212,25.0,0.07175706545010474,50.0,0.10293122702930305,6.0,IN,2.500929304562453,1.24091592087649
SAT-1,ERR598984,SRF,0.045107861101283925,1812.0,0.037529763796825696,30.0,0.05217221356060027,46.0,0.0825986569506896,3.0,SAT,1.3901556599994653,1.1566102290563998
SAT-1,ERR599000,MES,0.05173039465591801,2822.0,0.041550342623925776,41.0,0.05720164704100924,60.0,0.1716053322931583,5.0,SAT,1.376682920734113,1.1057647524532332
SAT-1,ERR599044,MES,0.0457673773585607,2725.0,0.04218517769882674,40.0,0.04747334148012999,57.0,0.1466971454888129,5.0,SAT,1.125355967896049,1.0372746751076438
SAT-1,ERR599148,DCM,0.04723880172155449,2663.0,0.04093613865033949,40.0,0.0527762833840674,55.0,0.2324475076295429,5.0,SAT,1.2892345278303312,1.1172231610605448
SAT-109,ERR599000,MES,0.04460883177226508,637.0,0.06319203205837669,39.0,0.0327170565883495,12.0,0.0712309886845995,7.0,SAT,0.5177402201297395,0.7334210578608086
SAT-109,ERR599044,MES,0.046021380937701285,177.0,0.07834539149230313,24.0,0.0339390456838816,9.0,0.056721411043571424,5.0,SAT,0.4331977291506146,0.7374625661456046
SAT-111,ERR599044,MES,0.03100710511522677,507.0,0.03761024447498876,54.0,0.031989253826419976,7.0,0.056701895094220786,3.0,SAT,0.8505462879320871,1.031674956676652
SAT-112,SRR3966130,deep,0.06173051827396067,372.0,0.012825894314630921,7.0,0.11797854553148893,14.0,1.0364007187233961,1.0,SAT,9.198465435420507,1.9111867003594387
SAT-113,ERR598984,SRF,0.05859495579943895,2707.0,0.04084270767247089,15.0,0.05602331528223357,51.0,0.07232299180722848,7.0,SAT,1.371684652533329,0.9561115716853223
SAT-1358,ERR599101,DCM,0.09170364419022813,1283.0,0.05604360476779223,44.0,0.10375876442494425,28.0,0.0,1.0,SAT,1.8513934793247544,1.1314573738172198
SAT-1462,ERR598947,MES,0.035685931048267575,2005.0,0.03829154474841124,36.0,0.04238501309227094,71.0,0.0528058916201474,4.0,SAT,1.10690266926433,1.1877233365424154
SAT-19,ERR599000,MES,0.044015581328684564,518.0,0.012440912512567182,12.0,0.06586448725284177,26.0,0.03564423987601612,3.0,SAT,5.294184585440079,1.496390261462217
SAT-200,ERR598947,MES,0.09291116155198864,1046.0,0.06901158668275538,20.0,0.07442873378240578,22.0,0.040015008094444166,1.0,SAT,1.0784961969437523,0.8010741932309071
SAT-230,ERR599044,MES,0.08259809258961938,1167.0,0.0527071620335136,7.0,0.10412551368986583,24.0,0.06286112047663735,9.0,SAT,1.975547718233399,1.260628549949735
SAT-46,ERR599000,MES,0.1504001422040035,483.0,0.1205016793413635,33.0,0.09754287748920558,8.0,0.1402513196635865,6.0,SAT,0.80947317931463,0.6485557530716822
SAT-46,ERR599148,DCM,0.24803490525526448,528.0,0.1640530976208011,31.0,0.2911486386663978,14.0,0.6727244886822453,10.0,SAT,1.774721982631321,1.1738212344216752
SAT-63,ERR599000,MES,0.09217602901059568,792.0,0.04152998076498153,26.0,0.1068988653368659,15.0,0.13159754298641288,9.0,SAT,2.5740167312334523,1.1597252179802389
SAT-63,ERR599044,MES,0.08540039062195168,548.0,0.04377880184331814,17.0,0.08620959426972087,10.0,0.08925959762567244,7.0,SAT,1.9692086270030904,1.009475409209208
SAT-69,ERR599044,MES,0.04292919808582165,1370.0,0.05722787172313671,29.0,0.03973511770868205,39.0,0.09005831630074555,4.0,SAT,0.6943315645375906,0.9255965515415832
SAT-8,ERR599044,MES,0.028437031733017343,1895.0,0.02162911126972734,33.0,0.04514588037782103,41.0,0.17765778700682155,6.0,SAT,2.0872739436598287,1.5875735836874834
SAT-8,SRR3965758,deep,0.10564304461942284,999.0,0.07002885517569496,43.0,0.16569731206710456,21.0,0.31064219076932204,5.0,SAT,2.366129099945838,1.5684639974550727
SAT-8,SRR3966130,deep,0.12249831064503038,1143.0,0.17673957169675852,16.0,0.14243400738675874,25.0,0.4347242141549761,2.0,SAT,0.8058976607182252,1.1627426258921811
SAT-8,SRR3967025,deep,0.11717285169195366,421.0,0.05487544483985753,7.0,0.2307299828480479,14.0,0.12379258114476954,2.0,SAT,4.204612527905422,1.9691419942106974
SAT-8,SRR3967558,deep,0.08457698750498759,208.0,0.12273170710745704,10.0,0.09552564737524812,6.0,0.2295425295296224,2.0,SAT,0.7783290041880635,1.129451996260979
SAT-93,ERR599044,MES,0.05858100800646111,265.0,0.025385082870882314,21.0,0.040273649075049905,12.0,0.12211260436679268,1.0,SAT,1.5865084734958799,0.6874864473244977
